"respondent_id","segment","currency","product_id","too_cheap","bargain","expensive_acceptable","too_expensive","weight","puki","pi_bargain_pct","pi_expensive_pct"
"DE_Premium_00819","DE","EUR","Premium","30.8","42.6","59.9","79.1","0.989","2","8","5"
"DE_Premium_00820","DE","EUR","Premium","113.4","135.2","63.4","85.1","0.892","3","7","6"
"DE_Premium_00821","DE","EUR","Premium","37.3","53.1","65.6","78.1","1.098","1","7","6"
"DE_Premium_00822","DE","EUR","Premium","27.5","43.4","54.1","70.6","1.065","2","8","7"
"DE_Premium_00823","DE","EUR","Premium","43.3","56.8","65.7","83.0","1.357","5","8","5"
"DE_Premium_00824","DE","EUR","Premium","38.8","48.3","66.1","85.6","1.107","1","7","4"
"DE_Premium_00825","DE","EUR","Premium","37.9","51.4","65.1","83.6","1.062","4","9","5"
"DE_Premium_00826","DE","EUR","Premium","27.6","42.6","54.4","68.4","0.802","2","8","4"
"DE_Premium_00827","DE","EUR","Premium","36.8","52.5","64.4","85.0","1.088","4","7","6"
"DE_Premium_00828","DE","EUR","Premium","38.6","50.2","63.3","77.9","0.804","1","9","6"
"DE_Premium_00829","DE","EUR","Premium","32.0","43.3","62.4","71.1","1.094","1","7","6"
"DE_Premium_00830","DE","EUR","Premium","41.4","54.2","68.2","82.0","1.301","2","8","5"
"DE_Premium_00831","DE","EUR","Premium","21.0","40.3","52.9","65.1","1.159","2","8","4"
"DE_Premium_00832","DE","EUR","Premium","31.4","46.8","57.7","79.3","0.872","2","8","5"
"DE_Premium_00833","DE","EUR","Premium","29.6","42.8","52.2","66.4","1.092","2","8","6"
"DE_Premium_00834","DE","EUR","Premium","33.8","48.8","59.0","73.0","1.103","1","8","5"
"DE_Premium_00835","DE","EUR","Premium","39.3","55.2","71.4","82.2","0.86","3","9","5"
"DE_Premium_00836","DE","EUR","Premium","35.1","47.5","64.9","87.2","0.752","2","8","6"
"DE_Premium_00837","DE","EUR","Premium","35.6","48.4","65.5","89.9","0.925","3","8","6"
"DE_Premium_00838","DE","EUR","Premium","33.6","52.5","67.4","84.9","0.934","1","8","5"
"DE_Premium_00839","DE","EUR","Premium","30.6","43.8","55.7","74.5","0.94","1","10","5"
"DE_Premium_00840","DE","EUR","Premium","33.9","43.7","54.0","75.7","1.025","3","8","5"
"DE_Premium_00841","DE","EUR","Premium","36.3","47.8","46.8","74.7","0.841","2","9","5"
"DE_Premium_00842","DE","EUR","Premium","34.5","44.7","57.0","77.6","1.057","2","8","5"
"DE_Premium_00843","DE","EUR","Premium","25.6","40.6","52.7","78.9","1.107","3","7","5"
"DE_Premium_00844","DE","EUR","Premium","27.2","47.4","56.6","70.7","0.984","4","8","6"
"DE_Premium_00845","DE","EUR","Premium","32.8","46.7","59.7","72.0","1.192","2","8","6"
"DE_Premium_00846","DE","EUR","Premium","37.2","42.2","57.1","86.4","","2","6","4"
"DE_Premium_00847","DE","EUR","Premium","29.0","43.2","52.0","59.9","0.879","1","9","5"
"DE_Premium_00848","DE","EUR","Premium","27.6","41.0","57.8","76.4","1.177","3","9","4"
"DE_Premium_00849","DE","EUR","Premium","38.3","53.3","67.1","86.0","1.137","1","9","5"
"DE_Premium_00850","DE","EUR","Premium","31.9","44.0","54.8","71.3","1.009","1","7","6"
"DE_Premium_00851","DE","EUR","Premium","32.1","48.3","64.5","88.0","1.263","2","9","6"
"DE_Premium_00852","DE","EUR","Premium","31.0","40.8","55.9","80.1","0.848","2","9","5"
"DE_Premium_00853","DE","EUR","Premium","36.2","46.9","60.4","85.0","0.867","2","7","5"
"DE_Premium_00854","DE","EUR","Premium","34.4","","59.6","75.6","1.008","3","8","5"
"DE_Premium_00855","DE","EUR","Premium","46.2","57.4","68.4","88.0","0.973","5","7","5"
"DE_Premium_00856","DE","EUR","Premium","34.6","52.5","63.0","83.1","0.836","2","9","5"
"DE_Premium_00857","DE","EUR","Premium","35.3","49.0","152.4","89.0","0.883","1","8","6"
"DE_Premium_00858","DE","EUR","Premium","36.0","54.1","53.1","88.3","1.017","4","7","6"
"DE_Premium_00859","DE","EUR","Premium","42.4","54.9","67.8","85.1","1.001","5","9","7"
"DE_Premium_00860","DE","EUR","Premium","40.0","51.4","64.9","78.2","0.912","3","8","6"
"DE_Premium_00861","DE","EUR","Premium","32.7","49.4","59.4","77.8","1.165","2","8","5"
"DE_Premium_00862","DE","EUR","Premium","27.8","42.0","58.2","77.6","1.133","1","8","5"
"DE_Premium_00863","DE","EUR","Premium","37.4","47.1","66.6","78.3","1.049","3","7","5"
"DE_Premium_00864","DE","EUR","Premium","36.6","49.7","58.5","74.2","1.001","3","9","5"
"DE_Premium_00865","DE","EUR","Premium","32.0","47.5","61.1","70.3","1.13","1","7","6"
"DE_Premium_00866","DE","EUR","Premium","39.4","53.5","62.6","78.1","1.002","1","8","5"
"DE_Premium_00867","DE","EUR","Premium","31.7","30.7","63.4","84.0","0.853","2","8","5"
"DE_Premium_00868","DE","EUR","Premium","28.3","45.9","59.1","78.8","0.89","1","8","6"
"DE_Premium_00869","DE","EUR","Premium","36.2","52.8","61.8","82.2","0.967","2","9","5"
"DE_Premium_00870","DE","EUR","Premium","36.7","44.4","57.2","72.4","1.029","2","9","4"
"DE_Premium_00871","DE","EUR","Premium","34.5","45.2","61.4","69.6","1.195","4","8","5"
"DE_Premium_00872","DE","EUR","Premium","48.2","60.9","73.4","93.8","1.012","2","9","6"
"DE_Premium_00873","DE","EUR","Premium","27.4","45.2","58.4","70.6","0.881","2","8","6"
"DE_Premium_00874","DE","EUR","Premium","36.0","50.8","66.2","82.0","0.796","3","9","4"
"DE_Premium_00875","DE","EUR","Premium","35.2","48.6","66.2","82.2","0.95","1","9","5"
"DE_Premium_00876","DE","EUR","Premium","42.6","54.1","69.1","95.2","1.067","2","8","6"
"DE_Premium_00877","DE","EUR","Premium","36.9","49.6","60.3","81.2","0.842","3","8","6"
"DE_Premium_00878","DE","EUR","Premium","41.1","52.4","69.2","81.5","0.902","5","9","6"
"DE_Premium_00879","DE","EUR","Premium","33.9","50.3","62.4","81.3","0.978","2","8","5"
"DE_Premium_00880","DE","EUR","Premium","35.9","48.9","68.3","86.4","0.816","3","6","6"
"DE_Premium_00881","DE","EUR","Premium","44.9","56.6","65.8","84.4","0.945","3","7","6"
"DE_Premium_00882","DE","EUR","Premium","30.5","43.4","53.2","77.6","","3","8","6"
"DE_Premium_00883","DE","EUR","Premium","29.9","51.2","65.2","78.6","0.987","1","9","5"
"DE_Premium_00884","DE","EUR","Premium","34.0","48.9","61.5","79.3","1.244","3","7","4"
"DE_Premium_00885","DE","EUR","Premium","33.3","48.7","65.2","76.4","0.747","3","8","5"
"DE_Premium_00886","DE","EUR","Premium","33.4","51.0","63.0","76.2","1.016","2","9","4"
"DE_Premium_00887","DE","EUR","Premium","30.3","46.5","59.8","76.5","0.953","3","8","6"
"DE_Premium_00888","DE","EUR","Premium","44.6","57.5","70.7","95.1","1.236","2","7","5"
"DE_Premium_00889","DE","EUR","Premium","37.5","49.1","64.5","85.8","1.121","1","8","6"
"DE_Premium_00890","DE","EUR","Premium","39.0","50.8","68.5","84.1","0.687","5","8","5"
"DE_Premium_00891","DE","EUR","Premium","37.6","54.6","62.6","85.0","0.644","2","8","5"
"DE_Premium_00892","DE","EUR","Premium","28.4","43.7","59.3","78.0","1.126","2","7","5"
"DE_Premium_00893","DE","EUR","Premium","33.4","49.8","62.7","75.5","0.928","2","7","5"
"DE_Premium_00894","DE","EUR","Premium","33.8","43.5","59.7","82.1","0.633","3","7","4"
"DE_Premium_00895","DE","EUR","Premium","39.2","51.3","65.7","82.4","1.358","3","8","6"
"DE_Premium_00896","DE","EUR","Premium","36.4","52.2","69.6","91.2","1.188","3","8","6"
"DE_Premium_00897","DE","EUR","Premium","29.1","42.5","55.5","73.7","0.954","1","8","6"
"DE_Premium_00898","DE","EUR","Premium","26.2","45.2","59.1","82.6","1.01","2","8","5"
"DE_Premium_00899","DE","EUR","Premium","38.0","49.0","56.3","76.3","0.4","3","8","5"
"DE_Premium_00900","DE","EUR","Premium","39.5","51.1","67.9","78.3","0.965","1","7","6"
"DE_Premium_00901","DE","EUR","Premium","29.6","43.8","56.5","80.6","1.165","3","7","7"
"DE_Premium_00902","DE","EUR","Premium","","42.5","53.1","67.5","1.324","3","8","5"
"DE_Premium_00903","DE","EUR","Premium","34.9","50.4","69.7","88.5","0.865","2","7","6"
"DE_Premium_00904","DE","EUR","Premium","35.1","50.3","63.2","86.4","1.149","4","7","6"
"DE_Premium_00905","DE","EUR","Premium","44.9","53.3","65.7","83.6","1.341","1","8","4"
"DE_Premium_00906","DE","EUR","Premium","30.2","46.0","60.9","88.9","1.079","4","8","5"
"DE_Premium_00907","DE","EUR","Premium","31.3","47.8","57.2","77.8","1.026","2","8","7"
"DE_Premium_00908","DE","EUR","Premium","29.4","42.3","57.5","74.0","0.918","4","8","5"
"DE_Premium_00909","DE","EUR","Premium","37.3","50.2","60.7","77.7","0.909","3","8","6"
"DE_Premium_00910","DE","EUR","Premium","30.3","48.2","59.5","82.8","1.154","3","7","5"
"DE_Premium_00911","DE","EUR","Premium","30.2","44.4","58.4","75.3","0.954","1","8","5"
"DE_Premium_00912","DE","EUR","Premium","25.0","45.5","65.3","86.6","0.981","1","9","5"
"DE_Premium_00913","DE","EUR","Premium","38.7","52.6","66.3","79.7","0.844","1","9","6"
"DE_Premium_00914","DE","EUR","Premium","37.5","49.5","64.6","80.1","0.74","4","7","6"
"DE_Premium_00915","DE","EUR","Premium","31.3","46.3","57.6","167.6","1.156","2","9","4"
"DE_Premium_00916","DE","EUR","Premium","29.6","44.3","52.3","76.6","0.873","3","8","4"
"DE_Premium_00917","DE","EUR","Premium","33.4","47.7","60.7","73.7","1.136","2","8","5"
"DE_Premium_00918","DE","EUR","Premium","36.1","129.7","60.1","73.8","1.286","3","8","5"
"DE_Premium_00919","DE","EUR","Premium","37.2","54.6","63.8","84.8","1.131","4","6","6"
"DE_Premium_00920","DE","EUR","Premium","35.9","51.3","60.9","84.2","","2","8","5"
"DE_Premium_00921","DE","EUR","Premium","44.3","55.7","65.6","85.5","1.154","2","8","5"
"DE_Premium_00922","DE","EUR","Premium","37.0","51.4","60.8","83.7","1.097","5","8","5"
"DE_Premium_00923","DE","EUR","Premium","39.1","51.2","61.3","84.5","0.959","2","8","6"
"DE_Premium_00924","DE","EUR","Premium","36.4","51.0","64.7","78.3","1.044","1","7","3"
"DE_Premium_00925","DE","EUR","Premium","35.5","53.0","63.9","81.2","1.178","5","6","5"
"DE_Premium_00926","DE","EUR","Premium","34.1","49.3","64.6","87.2","0.895","1","7","6"
"DE_Premium_00927","DE","EUR","Premium","31.8","45.4","57.8","81.9","0.989","3","9","4"
"DE_Premium_00928","DE","EUR","Premium","45.9","55.1","67.3","88.3","1.137","1","9","6"
"DE_Premium_00929","DE","EUR","Premium","32.2","45.3","53.3","69.2","1.046","5","8","5"
"DE_Premium_00930","DE","EUR","Premium","30.8","47.8","62.0","74.1","1.265","4","8","4"
"DE_Premium_00931","DE","EUR","Premium","43.7","53.4","64.8","88.1","1.095","1","7","6"
"DE_Premium_00932","DE","EUR","Premium","103.0","141.7","162.0","90.4","1.046","4","9","4"
"DE_Premium_00933","DE","EUR","Premium","50.0","56.0","72.1","94.4","1.174","5","8","4"
"DE_Premium_00934","DE","EUR","Premium","30.3","48.8","62.5","81.3","0.89","1","8","6"
"DE_Premium_00935","DE","EUR","Premium","28.9","41.9","50.4","73.8","1.171","2","8","3"
"DE_Premium_00936","DE","EUR","Premium","45.6","56.5","71.9","90.8","0.903","5","8","7"
"DE_Premium_00937","DE","EUR","Premium","44.9","56.5","71.4","86.8","0.588","5","8","5"
"DE_Premium_00938","DE","EUR","Premium","28.4","53.2","63.8","82.9","1.151","3","9","4"
"DE_Premium_00939","DE","EUR","Premium","32.9","49.5","61.9","81.6","1.067","1","9","5"
"DE_Premium_00940","DE","EUR","Premium","35.9","48.9","60.6","77.7","0.727","1","8","4"
"DE_Premium_00941","DE","EUR","Premium","37.2","49.6","65.6","87.6","0.951","2","8","6"
"DE_Premium_00942","DE","EUR","Premium","40.9","54.7","68.4","86.4","1.025","2","8","6"
"DE_Premium_00943","DE","EUR","Premium","42.5","56.3","71.1","82.3","1.277","5","8","4"
"DE_Premium_00944","DE","EUR","Premium","38.3","51.1","63.6","62.6","0.905","3","8","6"
"DE_Premium_00945","DE","EUR","Premium","29.4","44.5","58.0","76.6","0.909","1","8","5"
"DE_Premium_00946","DE","EUR","Premium","32.1","49.0","61.0","77.7","0.974","2","8","5"
"DE_Premium_00947","DE","EUR","Premium","44.1","54.5","66.7","88.2","1.076","2","8","5"
"DE_Premium_00948","DE","EUR","Premium","33.2","48.7","71.3","90.6","1.009","1","9","6"
"DE_Premium_00949","DE","EUR","Premium","37.0","53.6","66.8","85.1","0.994","5","8","5"
"DE_Premium_00950","DE","EUR","Premium","40.6","52.2","61.0","76.3","1.287","5","8","6"
"DE_Premium_00951","DE","EUR","Premium","28.6","38.8","55.3","79.2","0.991","2","7","6"
"DE_Premium_00952","DE","EUR","Premium","29.2","43.4","56.1","64.5","1.102","4","7","5"
"DE_Premium_00953","DE","EUR","Premium","31.2","47.1","61.5","74.5","1.011","2","9","4"
"DE_Premium_00954","DE","EUR","Premium","37.3","49.4","61.4","73.8","0.874","5","7","5"
"DE_Premium_00955","DE","EUR","Premium","30.7","50.5","65.3","87.1","0.812","2","9","5"
"DE_Premium_00956","DE","EUR","Premium","30.4","44.1","57.0","77.1","1.177","2","8","8"
"DE_Premium_00957","DE","EUR","Premium","41.3","53.1","67.5","85.4","0.947","4","9","6"
"DE_Premium_00958","DE","EUR","Premium","41.2","50.7","59.4","83.0","1.225","2","8","6"
"DE_Premium_00959","DE","EUR","Premium","34.5","49.2","63.6","86.4","1.25","1","8","4"
"DE_Premium_00960","DE","EUR","Premium","36.4","49.6","59.4","75.9","0.739","1","8","6"
"DE_Premium_00961","DE","EUR","Premium","34.8","52.2","64.0","83.6","0.934","5","9","5"
"DE_Premium_00962","DE","EUR","Premium","34.0","43.8","54.9","72.1","0.671","4","9","4"
"DE_Premium_00963","DE","EUR","Premium","35.4","50.1","58.9","84.1","0.906","3","9","5"
"DE_Premium_00964","DE","EUR","Premium","36.5","52.0","62.7","76.7","0.869","2","9","4"
"DE_Premium_00965","DE","EUR","Premium","44.9","136.0","64.8","82.9","0.881","1","8","5"
"DE_Premium_00966","DE","EUR","Premium","35.6","45.1","59.4","71.6","1.138","5","9","6"
"DE_Premium_00967","DE","EUR","Premium","31.1","45.7","59.6","67.6","0.873","4","8","6"
"DE_Premium_00968","DE","EUR","Premium","35.3","48.0","55.6","82.6","0.866","1","7","6"
"DE_Premium_00969","DE","EUR","Premium","42.0","54.2","68.1","89.1","1.071","3","8","4"
"DE_Premium_00970","DE","EUR","Premium","35.7","49.1","60.8","73.9","1.176","3","7","5"
"DE_Premium_00971","DE","EUR","Premium","38.3","51.3","61.7","85.2","1.053","1","9","5"
"DE_Premium_00972","DE","EUR","Premium","35.0","51.3","64.2","82.8","1.185","2","8","5"
"DE_Premium_00973","DE","EUR","Premium","34.8","50.6","66.3","81.2","","3","9","5"
"DE_Premium_00974","DE","EUR","Premium","29.4","45.3","58.0","82.0","1.118","2","7","4"
"DE_Premium_00975","DE","EUR","Premium","32.7","41.0","51.8","71.5","1.027","1","9","3"
"DE_Premium_00976","DE","EUR","Premium","25.4","46.2","56.1","78.2","","4","7","6"
"DE_Premium_00977","DE","EUR","Premium","36.1","49.6","62.4","79.6","0.943","5","8","6"
"DE_Premium_00978","DE","EUR","Premium","27.3","41.4","50.9","70.8","1.256","4","7","6"
"DE_Premium_00979","DE","EUR","Premium","41.3","51.9","64.7","86.4","1.054","2","8","6"
"DE_Premium_00980","DE","EUR","Premium","23.7","42.0","53.4","77.2","1.032","5","8","5"
"DE_Premium_00981","DE","EUR","Premium","34.1","47.5","58.2","78.7","0.812","1","10","5"
"DE_Premium_00982","DE","EUR","Premium","40.5","54.3","62.9","79.3","1.08","5","8","6"
"DE_Premium_00983","DE","EUR","Premium","30.1","45.2","60.0","81.7","1.111","5","9","7"
"DE_Premium_00984","DE","EUR","Premium","27.8","45.1","58.1","82.7","0.963","3","8","6"
"DE_Premium_00985","DE","EUR","Premium","24.2","39.3","55.2","76.6","1.105","2","8","6"
"DE_Premium_00986","DE","EUR","Premium","47.3","60.0","67.5","79.7","0.798","3","8","6"
"DE_Premium_00987","DE","EUR","Premium","37.7","49.9","60.6","73.1","0.863","2","7","6"
"DE_Premium_00988","DE","EUR","Premium","37.6","52.7","65.2","85.4","1.21","1","8","6"
"DE_Premium_00989","DE","EUR","Premium","36.4","52.4","60.7","83.5","0.958","1","8","5"
"DE_Premium_00990","DE","EUR","Premium","30.5","44.7","59.5","77.3","1.011","1","7","6"
"DE_Premium_00991","DE","EUR","Premium","86.0","47.4","62.8","189.4","1.008","3","8","5"
"DE_Premium_00992","DE","EUR","Premium","37.4","50.1","64.4","83.6","0.638","5","8","7"
"DE_Premium_00993","DE","EUR","Premium","36.6","53.3","67.0","82.7","0.963","5","8","6"
"DE_Premium_00994","DE","EUR","Premium","32.2","53.2","69.6","86.7","1.158","1","8","6"
"DE_Premium_00995","DE","EUR","Premium","33.6","47.4","63.4","85.0","1.106","1","9","5"
"DE_Premium_00996","DE","EUR","Premium","36.4","46.9","69.0","93.8","0.803","3","9","5"
"DE_Premium_00997","DE","EUR","Premium","35.0","46.1","57.4","73.7","0.993","3","9","6"
"DE_Premium_00998","DE","EUR","Premium","34.6","47.5","61.0","80.1","1.036","3","9","4"
"DE_Premium_00999","DE","EUR","Premium","28.3","44.0","59.5","72.4","1.013","2","7","6"
"DE_Premium_01000","DE","EUR","Premium","33.1","51.3","60.7","72.6","1.059","3","8","6"
"DE_Premium_01001","DE","EUR","Premium","35.9","51.3","58.5","73.9","0.649","2","6","5"
"DE_Premium_01002","DE","EUR","Premium","37.2","49.0","66.6","82.8","0.999","4","8","5"
"DE_Premium_01003","DE","EUR","Premium","30.8","45.9","55.4","67.5","0.789","3","9","6"
"DE_Premium_01004","DE","EUR","Premium","34.1","51.7","65.2","87.6","0.934","3","8","5"
"DE_Premium_01005","DE","EUR","Premium","38.3","53.1","61.6","71.4","0.859","2","8","7"
"DE_Premium_01006","DE","EUR","Premium","38.7","48.3","60.8","89.3","0.962","1","9","5"
"DE_Premium_01007","DE","EUR","Premium","39.0","54.3","71.1","100.2","1.247","3","8","7"
"DE_Premium_01008","DE","EUR","Premium","34.6","47.1","60.2","86.5","1.117","3","9","5"
"DE_Premium_01009","DE","EUR","Premium","29.8","42.5","54.6","79.9","0.0","3","8","4"
"DE_Premium_01010","DE","EUR","Premium","40.7","52.9","64.8","76.2","0.977","1","","5"
"DE_Premium_01011","DE","EUR","Premium","37.7","46.5","58.8","66.7","1.202","1","8","5"
"DE_Premium_01012","DE","EUR","Premium","33.8","45.9","60.5","76.6","1.11","2","8","6"
"DE_Premium_01013","DE","EUR","Premium","26.6","39.0","55.9","75.2","0.91","3","9","7"
"DE_Premium_01014","DE","EUR","Premium","29.3","39.9","52.3","70.3","0.924","2","9","6"
"DE_Premium_01015","DE","EUR","Premium","32.3","47.5","58.2","78.0","1.048","3","8","5"
"DE_Premium_01016","DE","EUR","Premium","33.3","32.3","60.6","74.7","1.322","1","8",""
"DE_Premium_01017","DE","EUR","Premium","32.1","43.8","56.7","75.8","1.117","2","7","6"
"DE_Premium_01018","DE","EUR","Premium","15.3","35.0","45.5","73.1","1.041","4","8","5"
"DE_Premium_01019","DE","EUR","Premium","39.8","49.6","62.6","82.9","1.334","1","7","6"
"DE_Premium_01020","DE","EUR","Premium","27.9","43.0","59.4","86.4","1.225","2","8","6"
"DE_Premium_01021","DE","EUR","Premium","34.7","49.5","62.9","78.4","1.03","4","8","5"
"DE_Premium_01022","DE","EUR","Premium","30.6","51.0","64.5","78.4","0.924","2","7","6"
"DE_Premium_01023","DE","EUR","Premium","42.0","53.2","66.5","83.5","0.956","2","8","5"
"DE_Premium_01024","DE","EUR","Premium","33.6","45.6","57.6","70.6","0.646","5","9","5"
"DE_Premium_01025","DE","EUR","Premium","29.1","46.2","53.0","66.0","1.273","2","7","5"
"DE_Premium_01026","DE","EUR","Premium","26.9","46.3","61.8","80.2","1.308","2","8","5"
"DE_Premium_01027","DE","EUR","Premium","","50.1","66.6","83.8","0.817","4","9","5"
"DE_Premium_01028","DE","EUR","Premium","33.6","47.0","63.8","73.8","1.004","2","9","5"
"DE_Premium_01029","DE","EUR","Premium","36.5","51.9","67.4","79.3","1.193","2","6","5"
"DE_Premium_01030","DE","EUR","Premium","38.2","55.8","73.5","93.6","1.225","2","7","5"
"DE_Premium_01031","DE","EUR","Premium","33.9","41.5","52.4","64.7","1.32","2","8","5"
"DE_Premium_01032","DE","EUR","Premium","36.6","49.1","62.1","77.5","0.914","2","8","4"
"DE_Premium_01033","DE","EUR","Premium","39.8","51.1","67.9","91.7","0.808","4","8","6"
"DE_Premium_01034","DE","EUR","Premium","35.1","46.3","45.3","73.2","1.006","3","7","5"
"DE_Premium_01035","DE","EUR","Premium","30.2","48.5","60.6","87.0","0.844","1","8","5"
"DE_Premium_01036","DE","EUR","Premium","37.1","51.2","68.1","89.9","0.607","1","8","5"
"DE_Premium_01037","DE","EUR","Premium","32.9","47.9","57.6","71.5","0.953","1","9","6"
"DE_Premium_01038","DE","EUR","Premium","34.4","46.9","60.1","74.7","0.826","3","8","6"
"DE_Premium_01039","DE","EUR","Premium","30.9","49.9","63.8","84.1","0.869","2","7","6"
"DE_Premium_01040","DE","EUR","Premium","37.3","54.8","69.7","82.7","1.266","5","9","5"
"DE_Premium_01041","DE","EUR","Premium","24.5","40.4","53.5","71.8","0.847","3","9","6"
"DE_Premium_01042","DE","EUR","Premium","40.5","54.4","67.8","95.2","0.0","1","7","6"
"DE_Premium_01043","DE","EUR","Premium","33.1","52.2","64.7","87.0","0.974","2","8","5"
"DE_Premium_01044","DE","EUR","Premium","32.4","47.9","65.5","84.1","1.025","1","9","5"
"DE_Premium_01045","DE","EUR","Premium","39.2","56.4","64.3","83.5","1.044","1","8","4"
"DE_Premium_01046","DE","EUR","Premium","31.0","48.8","61.0","80.8","1.001","3","9","6"
"DE_Premium_01047","DE","EUR","Premium","31.1","50.1","68.3","88.4","0.886","3","7","3"
"DE_Premium_01048","DE","EUR","Premium","33.6","51.2","63.5","82.6","0.96","2","8","5"
"DE_Premium_01049","DE","EUR","Premium","31.1","41.8","55.1","71.9","1.495","3","8","6"
"DE_Premium_01050","DE","EUR","Premium","42.1","53.5","65.2","86.9","0.929","1","8","5"
"DE_Premium_01051","DE","EUR","Premium","32.9","51.1","60.6","82.7","0.923","5","8","6"
"DE_Premium_01052","DE","EUR","Premium","29.9","42.2","55.5","69.2","1.099","3","9","5"
"DE_Premium_01053","DE","EUR","Premium","35.8","47.9","58.4","79.2","1.145","2","8","5"
"DE_Premium_01054","DE","EUR","Premium","37.5","48.2","63.4","79.8","1.132","3","8","5"
"DE_Premium_01055","DE","EUR","Premium","27.1","46.3","59.6","75.9","0.937","2","7","7"
"DE_Premium_01056","DE","EUR","Premium","33.9","51.3","62.4","80.9","1.032","4","9","6"
"DE_Premium_01057","DE","EUR","Premium","37.5","52.1","67.1","91.2","1.012","5","","4"
"DE_Premium_01058","DE","EUR","Premium","44.3","55.8","67.7","80.6","0.95","5","7","5"
"DE_Premium_01059","DE","EUR","Premium","47.9","57.0","77.8","92.7","0.786","2","9","6"
"DE_Premium_01060","DE","EUR","Premium","37.3","53.9","69.8","95.4","1.422","2","7","5"
"DE_Premium_01061","DE","EUR","Premium","28.3","46.9","64.1","79.1","1.084","3","8","5"
"DE_Premium_01062","DE","EUR","Premium","45.0","54.7","62.2","79.9","0.911","4","7","5"
"DE_Premium_01063","DE","EUR","Premium","","50.4","68.3","84.5","0.973","2","7","4"
"DE_Premium_01064","DE","EUR","Premium","28.3","44.1","56.6","67.7","0.757","3","8","5"
"DE_Premium_01065","DE","EUR","Premium","36.0","48.8","61.7","77.7","0.914","2","8","5"
"DE_Premium_01066","DE","EUR","Premium","33.4","45.9","56.9","76.5","0.77","2","8","7"
"DE_Premium_01067","DE","EUR","Premium","34.8","50.6","68.6","75.9","1.355","3","7","5"
"DE_Premium_01068","DE","EUR","Premium","34.1","43.1","53.4","72.0","0.723","2","9","6"
"DE_Premium_01069","DE","EUR","Premium","33.8","48.5","58.0","74.3","0.743","4","8","4"
"DE_Premium_01070","DE","EUR","Premium","36.8","55.1","70.3","88.5","1.436","3","7","6"
"DE_Premium_01071","DE","EUR","Premium","34.7","48.1","59.2","78.9","0.788","3","7","4"
"DE_Premium_01072","DE","EUR","Premium","27.2","48.1","61.4","81.2","1.022","1","8","5"
"DE_Premium_01073","DE","EUR","Premium","39.1","52.3","69.3","94.3","1.104","2","7","5"
"DE_Premium_01074","DE","EUR","Premium","39.6","52.0","69.5","92.7","1.06","1","8","5"
"DE_Premium_01075","DE","EUR","Premium","32.0","47.4","56.1","75.3","0.779","3","9","5"
"DE_Premium_01076","DE","EUR","Premium","31.3","47.8","67.0","83.1","0.728","1","9","6"
"DE_Premium_01077","DE","EUR","Premium","36.0","50.9","62.5","79.4","0.835","2","9","5"
"DE_Premium_01078","DE","EUR","Premium","34.9","48.6","58.2","74.3","1.116","4","7","6"
"DE_Premium_01079","DE","EUR","Premium","29.0","44.9","62.1","83.0","1.044","1","8","5"
"DE_Premium_01080","DE","EUR","Premium","35.6","46.5","58.0","83.9","1.029","5","8","7"
"SE_Classic_01081","SE","SEK","Classic","195.0","305.0","410.0","490.0","1.046","1","8","5"
"SE_Classic_01082","SE","SEK","Classic","180.0","290.0","380.0","485.0","0.958","4","9","6"
"SE_Classic_01083","SE","SEK","Classic","160.0","275.0","375.0","500.0","1.0","1","9","6"
"SE_Classic_01084","SE","SEK","Classic","245.0","345.0","430.0","565.0","0.557","1","6","5"
"SE_Classic_01085","SE","SEK","Classic","140.0","130.0","325.0","420.0","1.066","1","7","6"
"SE_Classic_01086","SE","SEK","Classic","255.0","365.0","470.0","560.0","0.985","1","9","5"
"SE_Classic_01087","SE","SEK","Classic","180.0","295.0","400.0","510.0","1.067","2","8","7"
"SE_Classic_01088","SE","SEK","Classic","195.0","295.0","360.0","480.0","1.074","1","8","7"
"SE_Classic_01089","SE","SEK","Classic","185.0","275.0","350.0","500.0","0.878","4","8","4"
"SE_Classic_01090","SE","SEK","Classic","150.0","285.0","380.0","520.0","1.31","1","7","6"
"SE_Classic_01091","SE","SEK","Classic","210.0","320.0","395.0","540.0","0.925","2","9","6"
"SE_Classic_01092","SE","SEK","Classic","225.0","330.0","420.0","555.0","1.101","1","8","6"
"SE_Classic_01093","SE","SEK","Classic","140.0","250.0","240.0","430.0","1.366","1","9","5"
"SE_Classic_01094","SE","SEK","Classic","180.0","280.0","365.0","545.0","0.911","4","8","6"
"SE_Classic_01095","SE","SEK","Classic","305.0","350.0","465.0","580.0","1.238","2","9","6"
"SE_Classic_01096","SE","SEK","Classic","190.0","295.0","380.0","480.0","1.262","3","8","6"
"SE_Classic_01097","SE","SEK","Classic","245.0","335.0","","530.0","1.198","2","8","6"
"SE_Classic_01098","SE","SEK","Classic","225.0","300.0","385.0","465.0","1.171","2","8","4"
"SE_Classic_01099","SE","SEK","Classic","210.0","340.0","435.0","565.0","1.219","3","8","7"
"SE_Classic_01100","SE","SEK","Classic","210.0","295.0","400.0","545.0","1.026","3","9","6"
"SE_Classic_01101","SE","SEK","Classic","240.0","305.0","375.0","470.0","1.047","2","8","4"
"SE_Classic_01102","SE","SEK","Classic","220.0","340.0","435.0","570.0","1.256","4","8","4"
